PSR_ID,PSR_Ref,PSR_Amount,PSR_Invoice,PSR_Counterparty,PSR_Date,CAMT_NtryId,CAMT_EndToEndId,CAMT_Amount,CAMT_Counterparty,CAMT_Remittance,CAMT_Date,Scenario,Expected_Match_Type
TX-2027-0207,PMT-LLM-207,5035,INV-LLM-0207,Complex Services 207,2026-06-10,NTRY-LLM-207,ETE-LLM-0207,5022,Complex Serv.,Services rendered for contract 0207.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0208,PMT-LLM-208,5040,INV-LLM-0208,Complex Services 208,2026-06-10,NTRY-LLM-208,ETE-LLM-0208,5052,Complex Serv.,Services rendered for contract 0208.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0209,PMT-LLM-209,5045,INV-LLM-0209,Complex Services 209,2026-06-10,NTRY-LLM-209,ETE-LLM-0209,5037,Complex Serv.,Services rendered for contract 0209.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0210,PMT-LLM-210,5050,INV-LLM-0210,Complex Services 210,2026-06-10,NTRY-LLM-210,ETE-LLM-0210,5062,Complex Serv.,Services rendered for contract 0210.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0211,PMT-LLM-211,5055,INV-LLM-0211,Complex Services 211,2026-06-10,NTRY-LLM-211,ETE-LLM-0211,5043,Complex Serv.,Services rendered for contract 0211.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0212,PMT-LLM-212,5060,INV-LLM-0212,Complex Services 212,2026-06-10,NTRY-LLM-212,ETE-LLM-0212,5057,Complex Serv.,Services rendered for contract 0212.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0213,PMT-LLM-213,5065,INV-LLM-0213,Complex Services 213,2026-06-10,NTRY-LLM-213,ETE-LLM-0213,5058,Complex Serv.,Services rendered for contract 0213.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0214,PMT-LLM-214,5070,INV-LLM-0214,Complex Services 214,2026-06-10,NTRY-LLM-214,ETE-LLM-0214,5069,Complex Serv.,Services rendered for contract 0214.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0215,PMT-LLM-215,5075,INV-LLM-0215,Complex Services 215,2026-06-10,NTRY-LLM-215,ETE-LLM-0215,5080,Complex Serv.,Services rendered for contract 0215.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0216,PMT-LLM-216,5080,INV-LLM-0216,Complex Services 216,2026-06-10,NTRY-LLM-216,ETE-LLM-0216,5091,Complex Serv.,Services rendered for contract 0216.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0217,PMT-LLM-217,5085,INV-LLM-0217,Complex Services 217,2026-06-10,NTRY-LLM-217,ETE-LLM-0217,5081,Complex Serv.,Services rendered for contract 0217.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0218,PMT-LLM-218,5090,INV-LLM-0218,Complex Services 218,2026-06-10,NTRY-LLM-218,ETE-LLM-0218,5080,Complex Serv.,Services rendered for contract 0218.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0219,PMT-LLM-219,5095,INV-LLM-0219,Complex Services 219,2026-06-10,NTRY-LLM-219,ETE-LLM-0219,5091,Complex Serv.,Services rendered for contract 0219.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0220,PMT-LLM-220,5100,INV-LLM-0220,Complex Services 220,2026-06-10,NTRY-LLM-220,ETE-LLM-0220,5096,Complex Serv.,Services rendered for contract 0220.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0221,PMT-LLM-221,5105,INV-LLM-0221,Complex Services 221,2026-06-10,NTRY-LLM-221,ETE-LLM-0221,5096,Complex Serv.,Services rendered for contract 0221.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0222,PMT-LLM-222,5110,INV-LLM-0222,Complex Services 222,2026-06-10,NTRY-LLM-222,ETE-LLM-0222,5116,Complex Serv.,Services rendered for contract 0222.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0223,PMT-LLM-223,5115,INV-LLM-0223,Complex Services 223,2026-06-10,NTRY-LLM-223,ETE-LLM-0223,5108,Complex Serv.,Services rendered for contract 0223.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0224,PMT-LLM-224,5120,INV-LLM-0224,Complex Services 224,2026-06-10,NTRY-LLM-224,ETE-LLM-0224,5127,Complex Serv.,Services rendered for contract 0224.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0225,PMT-LLM-225,5125,INV-LLM-0225,Complex Services 225,2026-06-10,NTRY-LLM-225,ETE-LLM-0225,5139,Complex Serv.,Services rendered for contract 0225.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0226,PMT-LLM-226,5130,INV-LLM-0226,Complex Services 226,2026-06-10,NTRY-LLM-226,ETE-LLM-0226,5136,Complex Serv.,Services rendered for contract 0226.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0227,PMT-LLM-227,5135,INV-LLM-0227,Complex Services 227,2026-06-10,NTRY-LLM-227,ETE-LLM-0227,5140,Complex Serv.,Services rendered for contract 0227.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0228,PMT-LLM-228,5140,INV-LLM-0228,Complex Services 228,2026-06-10,NTRY-LLM-228,ETE-LLM-0228,5127,Complex Serv.,Services rendered for contract 0228.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0229,PMT-LLM-229,5145,INV-LLM-0229,Complex Services 229,2026-06-10,NTRY-LLM-229,ETE-LLM-0229,5149,Complex Serv.,Services rendered for contract 0229.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0230,PMT-LLM-230,5150,INV-LLM-0230,Complex Services 230,2026-06-10,NTRY-LLM-230,ETE-LLM-0230,5155,Complex Serv.,Services rendered for contract 0230.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0231,PMT-LLM-231,5155,INV-LLM-0231,Complex Services 231,2026-06-10,NTRY-LLM-231,ETE-LLM-0231,5145,Complex Serv.,Services rendered for contract 0231.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0232,PMT-LLM-232,5160,INV-LLM-0232,Complex Services 232,2026-06-10,NTRY-LLM-232,ETE-LLM-0232,5162,Complex Serv.,Services rendered for contract 0232.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0233,PMT-LLM-233,5165,INV-LLM-0233,Complex Services 233,2026-06-10,NTRY-LLM-233,ETE-LLM-0233,5173,Complex Serv.,Services rendered for contract 0233.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0234,PMT-LLM-234,5170,INV-LLM-0234,Complex Services 234,2026-06-10,NTRY-LLM-234,ETE-LLM-0234,5162,Complex Serv.,Services rendered for contract 0234.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0235,PMT-LLM-235,5175,INV-LLM-0235,Complex Services 235,2026-06-10,NTRY-LLM-235,ETE-LLM-0235,5165,Complex Serv.,Services rendered for contract 0235.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0236,PMT-LLM-236,5180,INV-LLM-0236,Complex Services 236,2026-06-10,NTRY-LLM-236,ETE-LLM-0236,5179,Complex Serv.,Services rendered for contract 0236.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0237,PMT-LLM-237,5185,INV-LLM-0237,Complex Services 237,2026-06-10,NTRY-LLM-237,ETE-LLM-0237,5182,Complex Serv.,Services rendered for contract 0237.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0238,PMT-LLM-238,5190,INV-LLM-0238,Complex Services 238,2026-06-10,NTRY-LLM-238,ETE-LLM-0238,5183,Complex Serv.,Services rendered for contract 0238.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0239,PMT-LLM-239,5195,INV-LLM-0239,Complex Services 239,2026-06-10,NTRY-LLM-239,ETE-LLM-0239,5209,Complex Serv.,Services rendered for contract 0239.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0240,PMT-LLM-240,5200,INV-LLM-0240,Complex Services 240,2026-06-10,NTRY-LLM-240,ETE-LLM-0240,5205,Complex Serv.,Services rendered for contract 0240.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0241,PMT-ORP-241,7410,INV-ORP-0241,Pending Payment 241,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0242,PMT-ORP-242,7420,INV-ORP-0242,Pending Payment 242,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0243,PMT-ORP-243,7430,INV-ORP-0243,Pending Payment 243,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0244,PMT-ORP-244,7440,INV-ORP-0244,Pending Payment 244,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0245,PMT-ORP-245,7450,INV-ORP-0245,Pending Payment 245,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0246,PMT-ORP-246,7460,INV-ORP-0246,Pending Payment 246,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0247,PMT-ORP-247,7470,INV-ORP-0247,Pending Payment 247,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0248,PMT-ORP-248,7480,INV-ORP-0248,Pending Payment 248,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0249,PMT-ORP-249,7490,INV-ORP-0249,Pending Payment 249,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0250,PMT-ORP-250,7500,INV-ORP-0250,Pending Payment 250,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0251,PMT-ORP-251,7510,INV-ORP-0251,Pending Payment 251,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0252,PMT-ORP-252,7520,INV-ORP-0252,Pending Payment 252,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0253,PMT-ORP-253,7530,INV-ORP-0253,Pending Payment 253,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0254,PMT-ORP-254,7540,INV-ORP-0254,Pending Payment 254,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0255,PMT-ORP-255,7550,INV-ORP-0255,Pending Payment 255,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0256,PMT-ORP-256,7560,INV-ORP-0256,Pending Payment 256,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0257,PMT-ORP-257,7570,INV-ORP-0257,Pending Payment 257,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0258,PMT-ORP-258,7580,INV-ORP-0258,Pending Payment 258,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0259,PMT-ORP-259,7590,INV-ORP-0259,Pending Payment 259,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0260,PMT-ORP-260,7600,INV-ORP-0260,Pending Payment 260,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0261,PMT-ORP-261,7610,INV-ORP-0261,Pending Payment 261,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0262,PMT-ORP-262,7620,INV-ORP-0262,Pending Payment 262,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0263,PMT-ORP-263,7630,INV-ORP-0263,Pending Payment 263,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0264,PMT-ORP-264,7640,INV-ORP-0264,Pending Payment 264,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0265,PMT-ORP-265,7650,INV-ORP-0265,Pending Payment 265,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0266,PMT-ORP-266,7660,INV-ORP-0266,Pending Payment 266,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0267,PMT-ORP-267,7670,INV-ORP-0267,Pending Payment 267,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0268,PMT-ORP-268,7680,INV-ORP-0268,Pending Payment 268,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0269,PMT-ORP-269,7690,INV-ORP-0269,Pending Payment 269,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
TX-2027-0270,PMT-ORP-270,7700,INV-ORP-0270,Pending Payment 270,2026-06-10,,,,,,,No Match - In Transit,Uncleared/In-Transit
,,,,,,NTRY-FEE-271,ETE-FEE-0271,592,Bank Auth,Monthly account cycle fee 271,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-272,ETE-FEE-0272,594,Bank Auth,Monthly account cycle fee 272,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-273,ETE-FEE-0273,596,Bank Auth,Monthly account cycle fee 273,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-274,ETE-FEE-0274,598,Bank Auth,Monthly account cycle fee 274,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-275,ETE-FEE-0275,600,Bank Auth,Monthly account cycle fee 275,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-276,ETE-FEE-0276,602,Bank Auth,Monthly account cycle fee 276,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-277,ETE-FEE-0277,604,Bank Auth,Monthly account cycle fee 277,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-278,ETE-FEE-0278,606,Bank Auth,Monthly account cycle fee 278,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-279,ETE-FEE-0279,608,Bank Auth,Monthly account cycle fee 279,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-280,ETE-FEE-0280,610,Bank Auth,Monthly account cycle fee 280,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-281,ETE-FEE-0281,612,Bank Auth,Monthly account cycle fee 281,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-282,ETE-FEE-0282,614,Bank Auth,Monthly account cycle fee 282,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-283,ETE-FEE-0283,616,Bank Auth,Monthly account cycle fee 283,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-284,ETE-FEE-0284,618,Bank Auth,Monthly account cycle fee 284,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-285,ETE-FEE-0285,620,Bank Auth,Monthly account cycle fee 285,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-286,ETE-FEE-0286,622,Bank Auth,Monthly account cycle fee 286,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-287,ETE-FEE-0287,624,Bank Auth,Monthly account cycle fee 287,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-288,ETE-FEE-0288,626,Bank Auth,Monthly account cycle fee 288,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-289,ETE-FEE-0289,628,Bank Auth,Monthly account cycle fee 289,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-290,ETE-FEE-0290,630,Bank Auth,Monthly account cycle fee 290,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-291,ETE-FEE-0291,632,Bank Auth,Monthly account cycle fee 291,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-292,ETE-FEE-0292,634,Bank Auth,Monthly account cycle fee 292,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-293,ETE-FEE-0293,636,Bank Auth,Monthly account cycle fee 293,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-294,ETE-FEE-0294,638,Bank Auth,Monthly account cycle fee 294,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-295,ETE-FEE-0295,640,Bank Auth,Monthly account cycle fee 295,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-296,ETE-FEE-0296,642,Bank Auth,Monthly account cycle fee 296,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-297,ETE-FEE-0297,644,Bank Auth,Monthly account cycle fee 297,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-298,ETE-FEE-0298,646,Bank Auth,Monthly account cycle fee 298,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-299,ETE-FEE-0299,648,Bank Auth,Monthly account cycle fee 299,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
,,,,,,NTRY-FEE-300,ETE-FEE-0300,650,Bank Auth,Monthly account cycle fee 300,2026-06-10,No Match - Bank Only Item,Bank-only Item/Exception
