PSR_ID,PSR_Ref,PSR_Amount,PSR_Invoice,PSR_Counterparty,PSR_Date,PSR_Currency,PSR_Direction,CAMT_NtryId,CAMT_EndToEndId,CAMT_Amount,CAMT_Counterparty,CAMT_Remittance,CAMT_Date,CAMT_ValueDate,CAMT_BookingDate,CAMT_Currency,CAMT_Direction,Scenario,Expected_Match_Type
PSR-000189,PMT-REF-000189,31167.57,INV-83584,Apex Distribution,2025-12-05,USD,CR,NTRY-000189,,31199.95,Apex Distribution,INV-83584,2025-12-05,2025-12-05,2025-12-05,USD,CR,Short Ledger - Invoice Minor Variance No E2E,SHORT_LEDGER_P3_P7
PSR-000190,PMT-REF-000190,45514.69,INV-49608,Pinnacle Group,2025-03-04,USD,CR,NTRY-000190,,45512.41,Pinnacle Group,INV-49608,2025-03-04,2025-03-04,2025-03-04,USD,CR,Short Ledger - Invoice Minor Variance No E2E,SHORT_LEDGER_P3_P7
PSR-000191,PMT-REF-000191,15566.05,INV-74569,Pacific Imports,2025-02-22,USD,CR,NTRY-000191,,15521.69,Pacific Imports,INV-74569,2025-02-22,2025-02-22,2025-02-22,USD,CR,Short Ledger - Invoice Minor Variance No E2E,SHORT_LEDGER_P3_P7
PSR-000192,PMT-REF-000192,19737.97,INV-58629,Vista Industries,2025-08-19,GBP,CR,NTRY-000192,,19700.86,Vista Industries,INV-58629,2025-08-19,2025-08-19,2025-08-19,GBP,CR,Short Ledger - Invoice Minor Variance No E2E,SHORT_LEDGER_P3_P7
PSR-000193,PMT-REF-000193,44327.98,INV-95841,Pacific Imports,2025-09-27,GBP,CR,NTRY-000193,,44348.39,Pacific Imports,INV-95841,2025-09-27,2025-09-27,2025-09-27,GBP,CR,Short Ledger - Invoice Minor Variance No E2E,SHORT_LEDGER_P3_P7
PSR-000194,PMT-REF-000194,2119.46,INV-58566,Delta Commerce,2025-09-04,EUR,CR,NTRY-000194,,2166.98,Delta Commerce,INV-58566,2025-09-04,2025-09-04,2025-09-04,EUR,CR,Short Ledger - Invoice Minor Variance No E2E,SHORT_LEDGER_P3_P7
PSR-000195,PMT-REF-000195,5418.05,INV-99873,Coastal Ventures,2025-10-27,GBP,CR,NTRY-000195,,5435.99,Coastal Ventures,INV-99873,2025-10-27,2025-10-27,2025-10-27,GBP,CR,Short Ledger - Invoice Minor Variance No E2E,SHORT_LEDGER_P3_P7
PSR-000196,PMT-REF-000196,14156.13,INV-26011,Redwood Corp,2025-02-19,GBP,CR,NTRY-000196,,14145.52,Redwood Corp,INV-26011,2025-02-19,2025-02-19,2025-02-19,GBP,CR,Short Ledger - Invoice Minor Variance No E2E,SHORT_LEDGER_P3_P7
PSR-000197,PMT-REF-000197,3003.64,INV-53713,Horizon Tech,2025-03-09,GBP,CR,NTRY-000197,,2993.37,Horizon Tech,INV-53713,2025-03-09,2025-03-09,2025-03-09,GBP,CR,Short Ledger - Invoice Minor Variance No E2E,SHORT_LEDGER_P3_P7
PSR-000198,PMT-REF-000198,29525.96,INV-40539,Apex Distribution,2025-03-20,GBP,CR,NTRY-000198,,29525.81,Apex Distribution,INV-40539,2025-03-20,2025-03-20,2025-03-20,GBP,CR,Short Ledger - Invoice Minor Variance No E2E,SHORT_LEDGER_P3_P7
PSR-000199,PMT-REF-000199,49382.6,INV-80807,Sterling Partners,2025-04-06,USD,CR,NTRY-000199,,49349.55,Sterling Partners,INV-80807,2025-04-06,2025-04-06,2025-04-06,USD,CR,Short Ledger - Invoice Minor Variance No E2E,SHORT_LEDGER_P3_P7
PSR-000200,PMT-REF-000200,7024.26,INV-56955,Horizon Tech,2025-11-22,EUR,CR,NTRY-000200,,7025.06,Horizon Tech,INV-56955,2025-11-22,2025-11-22,2025-11-22,EUR,CR,Short Ledger - Invoice Minor Variance No E2E,SHORT_LEDGER_P3_P7
PSR-000201,PMT-REF-000201,3093.75,INV-65176,Global Logistics,2025-10-18,USD,CR,NTRY-000201,BNK-73920651,3093.75,,Settlement for Freight Transport Partners,2025-10-18,2025-10-18,2025-10-18,USD,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000202,PMT-REF-000202,22689.62,INV-57453,Pacific Imports,2025-10-11,GBP,CR,NTRY-000202,,22689.62,,International Cargo Delivery Payment,2025-10-11,2025-10-11,2025-10-11,GBP,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000203,PMT-REF-000203,25440.02,INV-90623,Northern Star Corp,2025-01-23,GBP,CR,NTRY-000203,BNK-98436473,25440.02,,Arctic Supply Chain Remittance,2025-01-23,2025-01-23,2025-01-23,GBP,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000204,PMT-REF-000204,26311.84,INV-70036,Sunrise Financial,2025-12-22,USD,CR,NTRY-000204,,26311.84,,Morning Capital Markets Settlement,2025-12-22,2025-12-22,2025-12-22,USD,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000205,PMT-REF-000205,24209.6,INV-62640,Delta Commerce,2025-08-23,GBP,CR,NTRY-000205,,24209.6,,River Trade Exchange Remittance,2025-08-23,2025-08-23,2025-08-23,GBP,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000206,PMT-REF-000206,35763.87,INV-68138,Horizon Tech,2025-02-10,USD,CR,NTRY-000206,,35763.87,,Future Technology Solutions Payment,2025-02-10,2025-02-10,2025-02-10,USD,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000207,PMT-REF-000207,7842.52,INV-26540,Sterling Partners,2025-06-01,GBP,CR,NTRY-000207,BNK-83599154,7842.52,,Silver Alliance Business Settlement,2025-06-01,2025-06-01,2025-06-01,GBP,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000208,PMT-REF-000208,35751.56,INV-59925,Summit Industries,2025-11-26,GBP,CR,NTRY-000208,,35751.56,,Mountain Peak Manufacturing Remittance,2025-11-26,2025-11-26,2025-11-26,GBP,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000209,PMT-REF-000209,25524.78,INV-66387,Apex Distribution,2025-02-23,GBP,CR,NTRY-000209,,25524.78,,Premier Warehouse Logistics Settlement,2025-02-23,2025-02-23,2025-02-23,GBP,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000210,PMT-REF-000210,32908.29,INV-82264,Coastal Ventures,2025-04-27,EUR,CR,NTRY-000210,,32908.29,,Shoreline Commerce Operations Payment,2025-04-27,2025-04-27,2025-04-27,EUR,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000211,PMT-REF-000211,11810.43,INV-54424,Metro Supply Chain,2025-09-09,EUR,CR,NTRY-000211,,11810.43,,Urban Distribution Network Settlement,2025-09-09,2025-09-09,2025-09-09,EUR,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000212,PMT-REF-000212,5206.75,INV-65936,Pinnacle Group,2025-06-21,GBP,CR,NTRY-000212,,5206.75,,Elite Associates Business Remittance,2025-06-21,2025-06-21,2025-06-21,GBP,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000213,PMT-REF-000213,47702.83,INV-72163,Redwood Corp,2025-02-07,USD,CR,NTRY-000213,BNK-22513132,47702.83,,Timber Industry Operations Payment,2025-02-07,2025-02-07,2025-02-07,USD,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000214,PMT-REF-000214,21877.89,INV-58843,Silver Stream Ltd,2025-03-11,GBP,CR,NTRY-000214,,21877.89,,Crystal Flow Trading Settlement,2025-03-11,2025-03-11,2025-03-11,GBP,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000215,PMT-REF-000215,47852.92,INV-83620,Quantum Solutions,2025-07-01,GBP,CR,NTRY-000215,,47852.92,,Advanced Computing Systems Remittance,2025-07-01,2025-07-01,2025-07-01,GBP,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000216,PMT-REF-000216,18003.1,INV-97207,Vista Industries,2025-08-21,GBP,CR,NTRY-000216,,18003.1,,Panoramic Manufacturing Payment,2025-08-21,2025-08-21,2025-08-21,GBP,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000217,PMT-REF-000217,14737.66,INV-50953,Cascade Trading,2025-07-13,USD,CR,NTRY-000217,,14737.66,,Waterfall Commerce Remittance,2025-07-13,2025-07-13,2025-07-13,USD,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000218,PMT-REF-000218,11030.57,INV-96079,Nexus Partners,2025-09-23,USD,CR,NTRY-000218,BNK-56991504,11030.57,,Connected Business Solutions Payment,2025-09-23,2025-09-23,2025-09-23,USD,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000219,PMT-REF-000219,42345.98,INV-58176,Acme Supply,2025-03-03,EUR,CR,NTRY-000219,,42345.98,,Standard Materials Provision Settlement,2025-03-03,2025-03-03,2025-03-03,EUR,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000220,PMT-REF-000220,40457.46,INV-83526,Blue Ocean Trading,2025-12-11,GBP,CR,NTRY-000220,BNK-84724345,40457.46,,Maritime Commerce Operations Remittance,2025-12-11,2025-12-11,2025-12-11,GBP,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000221,PMT-REF-000221,1799.56,INV-96223,Global Logistics,2025-05-25,USD,CR,NTRY-000221,,1799.56,,Settlement for Freight Transport Partners,2025-05-25,2025-05-25,2025-05-25,USD,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000222,PMT-REF-000222,35283.59,INV-50499,Pacific Imports,2025-07-06,EUR,CR,NTRY-000222,,35283.59,,International Cargo Delivery Payment,2025-07-06,2025-07-06,2025-07-06,EUR,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000223,PMT-REF-000223,43558.2,INV-84228,Northern Star Corp,2025-08-10,USD,CR,NTRY-000223,,43558.2,,Arctic Supply Chain Remittance,2025-08-10,2025-08-10,2025-08-10,USD,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000224,PMT-REF-000224,31842.01,INV-14018,Sunrise Financial,2025-02-19,GBP,CR,NTRY-000224,,31842.01,,Morning Capital Markets Settlement,2025-02-19,2025-02-19,2025-02-19,GBP,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000225,PMT-REF-000225,19121.62,INV-69460,Delta Commerce,2025-07-07,USD,CR,NTRY-000225,,19121.62,,River Trade Exchange Remittance,2025-07-07,2025-07-07,2025-07-07,USD,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000226,PMT-REF-000226,36219.0,INV-84395,Horizon Tech,2025-11-26,USD,CR,NTRY-000226,BNK-30881581,36219.0,,Future Technology Solutions Payment,2025-11-26,2025-11-26,2025-11-26,USD,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000227,PMT-REF-000227,8291.79,INV-90981,Sterling Partners,2025-01-26,GBP,CR,NTRY-000227,,8291.79,,Silver Alliance Business Settlement,2025-01-26,2025-01-26,2025-01-26,GBP,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000228,PMT-REF-000228,22434.09,INV-65576,Summit Industries,2025-09-25,GBP,CR,NTRY-000228,,22434.09,,Mountain Peak Manufacturing Remittance,2025-09-25,2025-09-25,2025-09-25,GBP,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000229,PMT-REF-000229,14021.76,INV-77154,Apex Distribution,2025-03-03,EUR,CR,NTRY-000229,,14021.76,,Premier Warehouse Logistics Settlement,2025-03-03,2025-03-03,2025-03-03,EUR,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000230,PMT-REF-000230,14520.7,INV-98930,Coastal Ventures,2025-11-24,EUR,CR,NTRY-000230,,14520.7,,Shoreline Commerce Operations Payment,2025-11-24,2025-11-24,2025-11-24,EUR,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000231,PMT-REF-000231,15766.76,INV-38903,Metro Supply Chain,2025-08-07,GBP,CR,NTRY-000231,,15766.76,,Urban Distribution Network Settlement,2025-08-07,2025-08-07,2025-08-07,GBP,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000232,PMT-REF-000232,10618.94,INV-37686,Pinnacle Group,2025-03-15,EUR,CR,NTRY-000232,,10618.94,,Elite Associates Business Remittance,2025-03-15,2025-03-15,2025-03-15,EUR,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000233,PMT-REF-000233,6439.23,INV-75193,Redwood Corp,2025-08-25,USD,CR,NTRY-000233,,6439.23,,Timber Industry Operations Payment,2025-08-25,2025-08-25,2025-08-25,USD,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000234,PMT-REF-000234,26862.83,INV-40161,Silver Stream Ltd,2025-10-05,GBP,CR,NTRY-000234,BNK-57535513,26862.83,,Crystal Flow Trading Settlement,2025-10-05,2025-10-05,2025-10-05,GBP,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000235,PMT-REF-000235,4067.74,INV-15544,Quantum Solutions,2025-08-28,USD,CR,NTRY-000235,,4067.74,,Advanced Computing Systems Remittance,2025-08-28,2025-08-28,2025-08-28,USD,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000236,PMT-REF-000236,4354.2,INV-51033,Vista Industries,2025-11-15,EUR,CR,NTRY-000236,,4354.2,,Panoramic Manufacturing Payment,2025-11-15,2025-11-15,2025-11-15,EUR,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000237,PMT-REF-000237,35620.2,INV-64747,Cascade Trading,2025-06-09,USD,CR,NTRY-000237,,35620.2,,Waterfall Commerce Remittance,2025-06-09,2025-06-09,2025-06-09,USD,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000238,PMT-REF-000238,48326.88,INV-32527,Nexus Partners,2025-12-09,EUR,CR,NTRY-000238,BNK-58567046,48326.88,,Connected Business Solutions Payment,2025-12-09,2025-12-09,2025-12-09,EUR,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000239,PMT-REF-000239,4862.43,INV-23875,Acme Supply,2025-05-13,EUR,CR,NTRY-000239,,4862.43,,Standard Materials Provision Settlement,2025-05-13,2025-05-13,2025-05-13,EUR,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000240,PMT-REF-000240,26436.15,INV-61873,Blue Ocean Trading,2025-06-19,GBP,CR,NTRY-000240,,26436.15,,Maritime Commerce Operations Remittance,2025-06-19,2025-06-19,2025-06-19,GBP,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000241,PMT-REF-000241,16986.9,INV-32037,Global Logistics,2025-02-12,GBP,CR,NTRY-000241,BNK-81216573,16986.9,,Settlement for Freight Transport Partners,2025-02-12,2025-02-12,2025-02-12,GBP,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000242,PMT-REF-000242,25742.63,INV-55793,Pacific Imports,2025-07-12,GBP,CR,NTRY-000242,BNK-96629889,25742.63,,International Cargo Delivery Payment,2025-07-12,2025-07-12,2025-07-12,GBP,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000243,PMT-REF-000243,40844.33,INV-40968,Northern Star Corp,2025-02-25,USD,CR,NTRY-000243,,40844.33,,Arctic Supply Chain Remittance,2025-02-25,2025-02-25,2025-02-25,USD,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000244,PMT-REF-000244,9088.2,INV-30036,Sunrise Financial,2025-12-28,USD,CR,NTRY-000244,,9088.2,,Morning Capital Markets Settlement,2025-12-28,2025-12-28,2025-12-28,USD,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000245,PMT-REF-000245,38755.98,INV-74764,Delta Commerce,2025-09-14,GBP,CR,NTRY-000245,BNK-70251043,38755.98,,River Trade Exchange Remittance,2025-09-14,2025-09-14,2025-09-14,GBP,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000246,PMT-REF-000246,34216.11,INV-83989,Horizon Tech,2025-12-22,GBP,CR,NTRY-000246,BNK-53380275,34216.11,,Future Technology Solutions Payment,2025-12-22,2025-12-22,2025-12-22,GBP,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000247,PMT-REF-000247,43280.22,INV-92210,Sterling Partners,2025-06-22,USD,CR,NTRY-000247,,43280.22,,Silver Alliance Business Settlement,2025-06-22,2025-06-22,2025-06-22,USD,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000248,PMT-REF-000248,23711.59,INV-92756,Summit Industries,2025-06-16,EUR,CR,NTRY-000248,,23711.59,,Mountain Peak Manufacturing Remittance,2025-06-16,2025-06-16,2025-06-16,EUR,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000249,PMT-REF-000249,17921.14,INV-19724,Apex Distribution,2025-06-19,EUR,CR,NTRY-000249,,17921.14,,Premier Warehouse Logistics Settlement,2025-06-19,2025-06-19,2025-06-19,EUR,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000250,PMT-REF-000250,3316.06,INV-47627,Coastal Ventures,2025-02-12,GBP,CR,NTRY-000250,BNK-22119391,3316.06,,Shoreline Commerce Operations Payment,2025-02-12,2025-02-12,2025-02-12,GBP,CR,AI Match - Semantic Embeddings,AI_SEMANTIC
PSR-000251,PMT-REF-000251,30942.92,INV-76462,Global Logistics,2025-08-01,EUR,CR,NTRY-000251,,30945.33,,Freight Settlement from Logistics Partner,2025-08-01,2025-08-01,2025-08-01,EUR,CR,AI Match - LLM Adjudication,AI_LLM_MATCH
PSR-000251,PMT-REF-000251,30942.92,INV-76462,Global Logistics,2025-08-01,EUR,CR,NTRY-000252,,30945.33,,Treasury Management Service Fee,2025-08-01,2025-08-01,2025-08-01,EUR,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000251,PMT-REF-000251,30942.92,INV-76462,Global Logistics,2025-08-01,EUR,CR,NTRY-000253,,30945.33,,Nostro Account Maintenance Charge,2025-08-01,2025-08-01,2025-08-01,EUR,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000251,PMT-REF-000251,30942.92,INV-76462,Global Logistics,2025-08-01,EUR,CR,NTRY-000254,,30945.33,,Monthly Account Maintenance Fee,2025-08-01,2025-08-01,2025-08-01,EUR,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000251,PMT-REF-000251,30942.92,INV-76462,Global Logistics,2025-08-01,EUR,CR,NTRY-000255,,30945.33,,Cross-Border Settlement Charge,2025-08-01,2025-08-01,2025-08-01,EUR,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000252,PMT-REF-000252,45497.97,INV-84928,Pacific Imports,2025-12-26,USD,CR,NTRY-000256,,45492.62,,Import Cargo Delivery Payment,2025-12-26,2025-12-26,2025-12-26,USD,CR,AI Match - LLM Adjudication,AI_LLM_MATCH
PSR-000252,PMT-REF-000252,45497.97,INV-84928,Pacific Imports,2025-12-26,USD,CR,NTRY-000257,,45492.62,,Cross-Border Settlement Charge,2025-12-26,2025-12-26,2025-12-26,USD,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000252,PMT-REF-000252,45497.97,INV-84928,Pacific Imports,2025-12-26,USD,CR,NTRY-000258,,45492.62,,Correspondent Bank Service Fee,2025-12-26,2025-12-26,2025-12-26,USD,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000252,PMT-REF-000252,45497.97,INV-84928,Pacific Imports,2025-12-26,USD,CR,NTRY-000259,,45492.62,,Incoming Wire Transfer Fee,2025-12-26,2025-12-26,2025-12-26,USD,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000252,PMT-REF-000252,45497.97,INV-84928,Pacific Imports,2025-12-26,USD,CR,NTRY-000260,,45492.62,,Monthly Account Maintenance Fee,2025-12-26,2025-12-26,2025-12-26,USD,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000253,PMT-REF-000253,22800.89,INV-55015,Northern Star Corp,2025-02-16,GBP,CR,NTRY-000261,,22805.27,,Arctic Commerce Remittance,2025-02-16,2025-02-16,2025-02-16,GBP,CR,AI Match - LLM Adjudication,AI_LLM_MATCH
PSR-000253,PMT-REF-000253,22800.89,INV-55015,Northern Star Corp,2025-02-16,GBP,CR,NTRY-000262,,22805.27,,Monthly Account Maintenance Fee,2025-02-16,2025-02-16,2025-02-16,GBP,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000253,PMT-REF-000253,22800.89,INV-55015,Northern Star Corp,2025-02-16,GBP,CR,NTRY-000263,,22805.27,,Foreign Currency Conversion Fee,2025-02-16,2025-02-16,2025-02-16,GBP,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000253,PMT-REF-000253,22800.89,INV-55015,Northern Star Corp,2025-02-16,GBP,CR,NTRY-000264,,22805.27,,Nostro Account Maintenance Charge,2025-02-16,2025-02-16,2025-02-16,GBP,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000253,PMT-REF-000253,22800.89,INV-55015,Northern Star Corp,2025-02-16,GBP,CR,NTRY-000265,,22805.27,,Cross-Border Settlement Charge,2025-02-16,2025-02-16,2025-02-16,GBP,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000254,PMT-REF-000254,49553.81,INV-78690,Sunrise Financial,2025-10-16,GBP,CR,NTRY-000266,,49543.57,,Capital Market Investment Settlement,2025-10-16,2025-10-16,2025-10-16,GBP,CR,AI Match - LLM Adjudication,AI_LLM_MATCH
PSR-000254,PMT-REF-000254,49553.81,INV-78690,Sunrise Financial,2025-10-16,GBP,CR,NTRY-000267,,49543.57,,Overdraft Interest Charge,2025-10-16,2025-10-16,2025-10-16,GBP,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000254,PMT-REF-000254,49553.81,INV-78690,Sunrise Financial,2025-10-16,GBP,CR,NTRY-000268,,49543.57,,Annual Card Service Fee,2025-10-16,2025-10-16,2025-10-16,GBP,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000254,PMT-REF-000254,49553.81,INV-78690,Sunrise Financial,2025-10-16,GBP,CR,NTRY-000269,,49543.57,,Returned Payment Processing Fee,2025-10-16,2025-10-16,2025-10-16,GBP,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000254,PMT-REF-000254,49553.81,INV-78690,Sunrise Financial,2025-10-16,GBP,CR,NTRY-000270,,49543.57,,Treasury Management Service Fee,2025-10-16,2025-10-16,2025-10-16,GBP,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000255,PMT-REF-000255,38836.01,INV-98984,Delta Commerce,2025-11-27,USD,CR,NTRY-000271,,38844.69,,Trade Exchange Remittance,2025-11-27,2025-11-27,2025-11-27,USD,CR,AI Match - LLM Adjudication,AI_LLM_MATCH
PSR-000255,PMT-REF-000255,38836.01,INV-98984,Delta Commerce,2025-11-27,USD,CR,NTRY-000272,,38844.69,,Repo Interest Payment,2025-11-27,2025-11-27,2025-11-27,USD,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000255,PMT-REF-000255,38836.01,INV-98984,Delta Commerce,2025-11-27,USD,CR,NTRY-000273,,38844.69,,Overdraft Interest Charge,2025-11-27,2025-11-27,2025-11-27,USD,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000255,PMT-REF-000255,38836.01,INV-98984,Delta Commerce,2025-11-27,USD,CR,NTRY-000274,,38844.69,,SWIFT Interbank Charge,2025-11-27,2025-11-27,2025-11-27,USD,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000255,PMT-REF-000255,38836.01,INV-98984,Delta Commerce,2025-11-27,USD,CR,NTRY-000275,,38844.69,,Trade Finance Processing Fee,2025-11-27,2025-11-27,2025-11-27,USD,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000256,PMT-REF-000256,5178.04,INV-98916,Horizon Tech,2025-08-02,EUR,CR,NTRY-000276,,5170.6,,Technology Services Payment,2025-08-02,2025-08-02,2025-08-02,EUR,CR,AI Match - LLM Adjudication,AI_LLM_MATCH
PSR-000256,PMT-REF-000256,5178.04,INV-98916,Horizon Tech,2025-08-02,EUR,CR,NTRY-000277,,5170.6,,Trade Finance Processing Fee,2025-08-02,2025-08-02,2025-08-02,EUR,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000256,PMT-REF-000256,5178.04,INV-98916,Horizon Tech,2025-08-02,EUR,CR,NTRY-000278,,5170.6,,Repo Interest Payment,2025-08-02,2025-08-02,2025-08-02,EUR,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000256,PMT-REF-000256,5178.04,INV-98916,Horizon Tech,2025-08-02,EUR,CR,NTRY-000279,,5170.6,,Liquidity Management Fee,2025-08-02,2025-08-02,2025-08-02,EUR,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000256,PMT-REF-000256,5178.04,INV-98916,Horizon Tech,2025-08-02,EUR,CR,NTRY-000280,,5170.6,,Incoming Wire Transfer Fee,2025-08-02,2025-08-02,2025-08-02,EUR,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000257,PMT-REF-000257,17001.42,INV-86380,Sterling Partners,2025-03-17,EUR,CR,NTRY-000281,,16995.73,,Alliance Business Settlement,2025-03-17,2025-03-17,2025-03-17,EUR,CR,AI Match - LLM Adjudication,AI_LLM_MATCH
PSR-000257,PMT-REF-000257,17001.42,INV-86380,Sterling Partners,2025-03-17,EUR,CR,NTRY-000282,,16995.73,,Repo Interest Payment,2025-03-17,2025-03-17,2025-03-17,EUR,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000257,PMT-REF-000257,17001.42,INV-86380,Sterling Partners,2025-03-17,EUR,CR,NTRY-000283,,16995.73,,Nostro Account Maintenance Charge,2025-03-17,2025-03-17,2025-03-17,EUR,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000257,PMT-REF-000257,17001.42,INV-86380,Sterling Partners,2025-03-17,EUR,CR,NTRY-000284,,16995.73,,Electronic Funds Transfer Commission,2025-03-17,2025-03-17,2025-03-17,EUR,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000257,PMT-REF-000257,17001.42,INV-86380,Sterling Partners,2025-03-17,EUR,CR,NTRY-000285,,16995.73,,Returned Payment Processing Fee,2025-03-17,2025-03-17,2025-03-17,EUR,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000258,PMT-REF-000258,6883.11,INV-21104,Summit Industries,2025-06-19,GBP,CR,NTRY-000286,,6879.41,,Manufacturing Payment Remittance,2025-06-19,2025-06-19,2025-06-19,GBP,CR,AI Match - LLM Adjudication,AI_LLM_MATCH
PSR-000258,PMT-REF-000258,6883.11,INV-21104,Summit Industries,2025-06-19,GBP,CR,NTRY-000287,,6879.41,,Treasury Management Service Fee,2025-06-19,2025-06-19,2025-06-19,GBP,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000258,PMT-REF-000258,6883.11,INV-21104,Summit Industries,2025-06-19,GBP,CR,NTRY-000288,,6879.41,,Overdraft Interest Charge,2025-06-19,2025-06-19,2025-06-19,GBP,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000258,PMT-REF-000258,6883.11,INV-21104,Summit Industries,2025-06-19,GBP,CR,NTRY-000289,,6879.41,,Incoming Wire Transfer Fee,2025-06-19,2025-06-19,2025-06-19,GBP,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
PSR-000258,PMT-REF-000258,6883.11,INV-21104,Summit Industries,2025-06-19,GBP,CR,NTRY-000290,,6879.41,,Repo Interest Payment,2025-06-19,2025-06-19,2025-06-19,GBP,CR,AI Match - LLM Adjudication,AI_LLM_NOISE
