Match_Key,PSR_ID,CAMT_ID,Reference,Invoice,Counterparty,Internal_Amount,Bank_Amount,Variance,Currency,Value_Date,Booking_Date,Reconciliation_Status,Reason_Code,Match_Type,Match_Confidence,Aging_Days,Aging_Bucket,Rule_Applied,Exception_Flag
NTRY-4222,TX-2026-4222,TX-2026-4222,PMT-REF-24222,INV-2026-12222,Party_4222,5222,5222.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,93,7,6+ Days,RULE_ID_MATCH,N
NTRY-4223,TX-2026-4223,TX-2026-4223,PMT-REF-24223,INV-2026-12223,Party_4223,5223,5223.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,94,7,6+ Days,RULE_ID_MATCH,N
NTRY-4224,TX-2026-4224,TX-2026-4224,PMT-REF-24224,INV-2026-12224,Party_4224,5224,5271.0,-47,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,79,9,6+ Days,RULE_AMT_REF,Y
NTRY-4225,TX-2026-4225,TX-2026-4225,PMT-REF-24225,INV-2026-12225,Party_4225,5225,5225.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,98,10,6+ Days,RULE_ID_MATCH,N
NTRY-4226,TX-2026-4226,TX-2026-4226,PMT-REF-24226,INV-2026-12226,Party_4226,5226,5241.0,-15,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,80,8,6+ Days,RULE_AMT_REF,Y
NTRY-4227,TX-2026-4227,TX-2026-4227,PMT-REF-24227,INV-2026-12227,Party_4227,5227,5227.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,91,4,3-5 Days,RULE_ID_MATCH,N
NTRY-4228,TX-2026-4228,TX-2026-4228,PMT-REF-24228,INV-2026-12228,Party_4228,5228,5228.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,90,0,0-2 Days,RULE_ID_MATCH,N
NTRY-4229,TX-2026-4229,TX-2026-4229,PMT-REF-24229,INV-2026-12229,Party_4229,5229,5229.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,92,1,0-2 Days,RULE_ID_MATCH,N
NTRY-4230,TX-2026-4230,TX-2026-4230,PMT-REF-24230,INV-2026-12230,Party_4230,5230,5230.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,100,3,3-5 Days,RULE_ID_MATCH,N
NTRY-4231,TX-2026-4231,TX-2026-4231,PMT-REF-24231,INV-2026-12231,Party_4231,5231,5231.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,92,3,3-5 Days,RULE_ID_MATCH,N
NTRY-4232,TX-2026-4232,TX-2026-4232,PMT-REF-24232,INV-2026-12232,Party_4232,5232,5232.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,98,4,3-5 Days,RULE_ID_MATCH,N
NTRY-4233,TX-2026-4233,TX-2026-4233,PMT-REF-24233,INV-2026-12233,Party_4233,5233,5233.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,97,2,0-2 Days,RULE_ID_MATCH,N
NTRY-4234,TX-2026-4234,TX-2026-4234,PMT-REF-24234,INV-2026-12234,Party_4234,5234,5237.0,-3,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,61,1,0-2 Days,RULE_AMT_REF,Y
NTRY-4235,TX-2026-4235,,PMT-REF-24235,INV-2026-12235,Party_4235,5235,,5235,EUR,2026-06-07,2026-06-07,Uncleared / In-Transit Payment,MISSING_IN_BANK,NO_MATCH,12,5,3-5 Days,RULE_AMT_REF,Y
NTRY-4236,TX-2026-4236,TX-2026-4236,PMT-REF-24236,INV-2026-12236,Party_4236,5236,5236.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,93,2,0-2 Days,RULE_ID_MATCH,N
NTRY-4237,TX-2026-4237,TX-2026-4237,PMT-REF-24237,INV-2026-12237,Party_4237,5237,5237.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,94,4,3-5 Days,RULE_ID_MATCH,N
NTRY-4238,TX-2026-4238,TX-2026-4238,PMT-REF-24238,INV-2026-12238,Party_4238,5238,5238.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,94,7,6+ Days,RULE_ID_MATCH,N
NTRY-4239,TX-2026-4239,TX-2026-4239,PMT-REF-24239,INV-2026-12239,Party_4239,5239,5239.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,100,2,0-2 Days,RULE_ID_MATCH,N
NTRY-4240,TX-2026-4240,TX-2026-4240,PMT-REF-24240,INV-2026-12240,Party_4240,5240,5240.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,93,10,6+ Days,RULE_ID_MATCH,N
NTRY-4241,TX-2026-4241,TX-2026-4241,PMT-REF-24241,INV-2026-12241,Party_4241,5241,5241.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,90,4,3-5 Days,RULE_ID_MATCH,N
NTRY-4242,TX-2026-4242,TX-2026-4242,PMT-REF-24242,INV-2026-12242,Party_4242,5242,5242.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,100,9,6+ Days,RULE_ID_MATCH,N
NTRY-4243,TX-2026-4243,,PMT-REF-24243,INV-2026-12243,Party_4243,5243,,5243,EUR,2026-06-07,2026-06-07,Uncleared / In-Transit Payment,MISSING_IN_BANK,NO_MATCH,7,6,6+ Days,RULE_AMT_REF,Y
NTRY-4244,TX-2026-4244,TX-2026-4244,PMT-REF-24244,INV-2026-12244,Party_4244,5244,5244.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,91,10,6+ Days,RULE_ID_MATCH,N
NTRY-4245,TX-2026-4245,TX-2026-4245,PMT-REF-24245,INV-2026-12245,Party_4245,5245,5245.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,99,3,3-5 Days,RULE_ID_MATCH,N
NTRY-4246,TX-2026-4246,TX-2026-4246,PMT-REF-24246,INV-2026-12246,Party_4246,5246,5246.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,94,10,6+ Days,RULE_ID_MATCH,N
NTRY-4247,TX-2026-4247,TX-2026-4247,PMT-REF-24247,INV-2026-12247,Party_4247,5247,5247.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,95,7,6+ Days,RULE_ID_MATCH,N
NTRY-4248,TX-2026-4248,TX-2026-4248,PMT-REF-24248,INV-2026-12248,Party_4248,5248,5248.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,98,5,3-5 Days,RULE_ID_MATCH,N
NTRY-4249,TX-2026-4249,TX-2026-4249,PMT-REF-24249,INV-2026-12249,Party_4249,5249,5270.0,-21,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,79,8,6+ Days,RULE_AMT_REF,Y
NTRY-4250,TX-2026-4250,TX-2026-4250,PMT-REF-24250,INV-2026-12250,Party_4250,5250,5250.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,94,7,6+ Days,RULE_ID_MATCH,N
NTRY-4251,TX-2026-4251,,PMT-REF-24251,INV-2026-12251,Party_4251,5251,,5251,EUR,2026-06-07,2026-06-07,Uncleared / In-Transit Payment,MISSING_IN_BANK,NO_MATCH,26,8,6+ Days,RULE_AMT_REF,Y
NTRY-4252,TX-2026-4252,TX-2026-4252,PMT-REF-24252,INV-2026-12252,Party_4252,5252,5252.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,92,9,6+ Days,RULE_ID_MATCH,N
NTRY-4253,TX-2026-4253,TX-2026-4253,PMT-REF-24253,INV-2026-12253,Party_4253,5253,5282.0,-29,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,82,4,3-5 Days,RULE_AMT_REF,Y
NTRY-4254,TX-2026-4254,TX-2026-4254,PMT-REF-24254,INV-2026-12254,Party_4254,5254,5299.0,-45,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,65,8,6+ Days,RULE_AMT_REF,Y
NTRY-4255,TX-2026-4255,TX-2026-4255,PMT-REF-24255,INV-2026-12255,Party_4255,5255,5255.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,90,9,6+ Days,RULE_ID_MATCH,N
NTRY-4256,TX-2026-4256,,PMT-REF-24256,INV-2026-12256,Party_4256,5256,,5256,EUR,2026-06-07,2026-06-07,Uncleared / In-Transit Payment,MISSING_IN_BANK,NO_MATCH,7,10,6+ Days,RULE_AMT_REF,Y
NTRY-4257,TX-2026-4257,TX-2026-4257,PMT-REF-24257,INV-2026-12257,Party_4257,5257,5257.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,94,4,3-5 Days,RULE_ID_MATCH,N
NTRY-4258,TX-2026-4258,TX-2026-4258,PMT-REF-24258,INV-2026-12258,Party_4258,5258,5258.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,93,2,0-2 Days,RULE_ID_MATCH,N
NTRY-4259,TX-2026-4259,TX-2026-4259,PMT-REF-24259,INV-2026-12259,Party_4259,5259,5259.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,100,1,0-2 Days,RULE_ID_MATCH,N
NTRY-4260,TX-2026-4260,TX-2026-4260,PMT-REF-24260,INV-2026-12260,Party_4260,5260,5283.0,-23,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,66,7,6+ Days,RULE_AMT_REF,Y
NTRY-4261,TX-2026-4261,TX-2026-4261,PMT-REF-24261,INV-2026-12261,Party_4261,5261,5261.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,93,10,6+ Days,RULE_ID_MATCH,N
NTRY-4262,TX-2026-4262,TX-2026-4262,PMT-REF-24262,INV-2026-12262,Party_4262,5262,5262.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,96,9,6+ Days,RULE_ID_MATCH,N
NTRY-4263,TX-2026-4263,TX-2026-4263,PMT-REF-24263,INV-2026-12263,Party_4263,5263,5263.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,92,1,0-2 Days,RULE_ID_MATCH,N
NTRY-4264,TX-2026-4264,TX-2026-4264,PMT-REF-24264,INV-2026-12264,Party_4264,5264,5264.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,97,7,6+ Days,RULE_ID_MATCH,N
NTRY-4265,TX-2026-4265,TX-2026-4265,PMT-REF-24265,INV-2026-12265,Party_4265,5265,5265.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,94,6,6+ Days,RULE_ID_MATCH,N
NTRY-4266,TX-2026-4266,,PMT-REF-24266,INV-2026-12266,Party_4266,5266,,5266,EUR,2026-06-07,2026-06-07,Uncleared / In-Transit Payment,MISSING_IN_BANK,NO_MATCH,25,2,0-2 Days,RULE_AMT_REF,Y
NTRY-4267,TX-2026-4267,,PMT-REF-24267,INV-2026-12267,Party_4267,5267,,5267,EUR,2026-06-07,2026-06-07,Uncleared / In-Transit Payment,MISSING_IN_BANK,NO_MATCH,29,9,6+ Days,RULE_AMT_REF,Y
NTRY-4268,TX-2026-4268,TX-2026-4268,PMT-REF-24268,INV-2026-12268,Party_4268,5268,5268.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,92,1,0-2 Days,RULE_ID_MATCH,N
NTRY-4269,TX-2026-4269,TX-2026-4269,PMT-REF-24269,INV-2026-12269,Party_4269,5269,5305.0,-36,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,84,7,6+ Days,RULE_AMT_REF,Y
NTRY-4270,TX-2026-4270,,PMT-REF-24270,INV-2026-12270,Party_4270,5270,,5270,EUR,2026-06-07,2026-06-07,Uncleared / In-Transit Payment,MISSING_IN_BANK,NO_MATCH,12,5,3-5 Days,RULE_AMT_REF,Y
NTRY-4271,TX-2026-4271,TX-2026-4271,PMT-REF-24271,INV-2026-12271,Party_4271,5271,5271.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,100,8,6+ Days,RULE_ID_MATCH,N
NTRY-4272,TX-2026-4272,TX-2026-4272,PMT-REF-24272,INV-2026-12272,Party_4272,5272,5301.0,-29,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,63,2,0-2 Days,RULE_AMT_REF,Y
NTRY-4273,TX-2026-4273,TX-2026-4273,PMT-REF-24273,INV-2026-12273,Party_4273,5273,5277.0,-4,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,80,4,3-5 Days,RULE_AMT_REF,Y
NTRY-4274,TX-2026-4274,TX-2026-4274,PMT-REF-24274,INV-2026-12274,Party_4274,5274,5274.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,94,9,6+ Days,RULE_ID_MATCH,N
NTRY-4275,TX-2026-4275,TX-2026-4275,PMT-REF-24275,INV-2026-12275,Party_4275,5275,5289.0,-14,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,77,7,6+ Days,RULE_AMT_REF,Y
NTRY-4276,TX-2026-4276,TX-2026-4276,PMT-REF-24276,INV-2026-12276,Party_4276,5276,5276.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,94,4,3-5 Days,RULE_ID_MATCH,N
NTRY-4277,TX-2026-4277,TX-2026-4277,PMT-REF-24277,INV-2026-12277,Party_4277,5277,5277.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,93,1,0-2 Days,RULE_ID_MATCH,N
NTRY-4278,TX-2026-4278,TX-2026-4278,PMT-REF-24278,INV-2026-12278,Party_4278,5278,5278.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,98,7,6+ Days,RULE_ID_MATCH,N
NTRY-4279,TX-2026-4279,TX-2026-4279,PMT-REF-24279,INV-2026-12279,Party_4279,5279,5279.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,96,4,3-5 Days,RULE_ID_MATCH,N
NTRY-4280,TX-2026-4280,TX-2026-4280,PMT-REF-24280,INV-2026-12280,Party_4280,5280,5280.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,90,0,0-2 Days,RULE_ID_MATCH,N
NTRY-4281,TX-2026-4281,TX-2026-4281,PMT-REF-24281,INV-2026-12281,Party_4281,5281,5281.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,95,6,6+ Days,RULE_ID_MATCH,N
NTRY-4282,TX-2026-4282,TX-2026-4282,PMT-REF-24282,INV-2026-12282,Party_4282,5282,5282.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,94,2,0-2 Days,RULE_ID_MATCH,N
NTRY-4283,TX-2026-4283,TX-2026-4283,PMT-REF-24283,INV-2026-12283,Party_4283,5283,5283.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,93,3,3-5 Days,RULE_ID_MATCH,N
NTRY-4284,TX-2026-4284,TX-2026-4284,PMT-REF-24284,INV-2026-12284,Party_4284,5284,5332.0,-48,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,84,9,6+ Days,RULE_AMT_REF,Y
NTRY-4285,TX-2026-4285,TX-2026-4285,PMT-REF-24285,INV-2026-12285,Party_4285,5285,5285.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,90,0,0-2 Days,RULE_ID_MATCH,N
NTRY-4286,TX-2026-4286,TX-2026-4286,PMT-REF-24286,INV-2026-12286,Party_4286,5286,5286.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,96,2,0-2 Days,RULE_ID_MATCH,N
NTRY-4287,TX-2026-4287,TX-2026-4287,PMT-REF-24287,INV-2026-12287,Party_4287,5287,5287.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,100,6,6+ Days,RULE_ID_MATCH,N
NTRY-4288,TX-2026-4288,TX-2026-4288,PMT-REF-24288,INV-2026-12288,Party_4288,5288,5320.0,-32,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,66,1,0-2 Days,RULE_AMT_REF,Y
NTRY-4289,TX-2026-4289,TX-2026-4289,PMT-REF-24289,INV-2026-12289,Party_4289,5289,5289.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,91,0,0-2 Days,RULE_ID_MATCH,N
NTRY-4290,TX-2026-4290,TX-2026-4290,PMT-REF-24290,INV-2026-12290,Party_4290,5290,5290.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,95,9,6+ Days,RULE_ID_MATCH,N
NTRY-4291,TX-2026-4291,TX-2026-4291,PMT-REF-24291,INV-2026-12291,Party_4291,5291,5291.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,91,0,0-2 Days,RULE_ID_MATCH,N
NTRY-4292,TX-2026-4292,TX-2026-4292,PMT-REF-24292,INV-2026-12292,Party_4292,5292,5293.0,-1,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,84,7,6+ Days,RULE_AMT_REF,Y
NTRY-4293,TX-2026-4293,TX-2026-4293,PMT-REF-24293,INV-2026-12293,Party_4293,5293,5293.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,97,0,0-2 Days,RULE_ID_MATCH,N
NTRY-4294,TX-2026-4294,TX-2026-4294,PMT-REF-24294,INV-2026-12294,Party_4294,5294,5294.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,100,10,6+ Days,RULE_ID_MATCH,N
NTRY-4295,TX-2026-4295,,PMT-REF-24295,INV-2026-12295,Party_4295,5295,,5295,EUR,2026-06-07,2026-06-07,Uncleared / In-Transit Payment,MISSING_IN_BANK,NO_MATCH,12,8,6+ Days,RULE_AMT_REF,Y
NTRY-4296,TX-2026-4296,TX-2026-4296,PMT-REF-24296,INV-2026-12296,Party_4296,5296,5315.0,-19,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,79,4,3-5 Days,RULE_AMT_REF,Y
NTRY-4297,TX-2026-4297,TX-2026-4297,PMT-REF-24297,INV-2026-12297,Party_4297,5297,5297.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,92,4,3-5 Days,RULE_ID_MATCH,N
NTRY-4298,TX-2026-4298,TX-2026-4298,PMT-REF-24298,INV-2026-12298,Party_4298,5298,5298.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,92,10,6+ Days,RULE_ID_MATCH,N
NTRY-4299,TX-2026-4299,TX-2026-4299,PMT-REF-24299,INV-2026-12299,Party_4299,5299,5299.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,100,3,3-5 Days,RULE_ID_MATCH,N
NTRY-4300,TX-2026-4300,TX-2026-4300,PMT-REF-24300,INV-2026-12300,Party_4300,5300,5300.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,92,8,6+ Days,RULE_ID_MATCH,N
NTRY-4301,TX-2026-4301,TX-2026-4301,PMT-REF-24301,INV-2026-12301,Party_4301,5301,5332.0,-31,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,82,8,6+ Days,RULE_AMT_REF,Y
NTRY-4302,TX-2026-4302,TX-2026-4302,PMT-REF-24302,INV-2026-12302,Party_4302,5302,5302.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,92,2,0-2 Days,RULE_ID_MATCH,N
NTRY-4303,TX-2026-4303,TX-2026-4303,PMT-REF-24303,INV-2026-12303,Party_4303,5303,5303.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,90,4,3-5 Days,RULE_ID_MATCH,N
NTRY-4304,TX-2026-4304,TX-2026-4304,PMT-REF-24304,INV-2026-12304,Party_4304,5304,5304.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,90,5,3-5 Days,RULE_ID_MATCH,N
NTRY-4305,TX-2026-4305,TX-2026-4305,PMT-REF-24305,INV-2026-12305,Party_4305,5305,5305.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,93,6,6+ Days,RULE_ID_MATCH,N
NTRY-4306,TX-2026-4306,TX-2026-4306,PMT-REF-24306,INV-2026-12306,Party_4306,5306,5306.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,96,0,0-2 Days,RULE_ID_MATCH,N
NTRY-4307,TX-2026-4307,TX-2026-4307,PMT-REF-24307,INV-2026-12307,Party_4307,5307,5307.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,92,2,0-2 Days,RULE_ID_MATCH,N
NTRY-4308,TX-2026-4308,TX-2026-4308,PMT-REF-24308,INV-2026-12308,Party_4308,5308,5308.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,97,6,6+ Days,RULE_ID_MATCH,N
NTRY-4309,TX-2026-4309,TX-2026-4309,PMT-REF-24309,INV-2026-12309,Party_4309,5309,5309.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,100,8,6+ Days,RULE_ID_MATCH,N
NTRY-4310,TX-2026-4310,TX-2026-4310,PMT-REF-24310,INV-2026-12310,Party_4310,5310,5319.0,-9,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,79,0,0-2 Days,RULE_AMT_REF,Y
NTRY-4311,TX-2026-4311,,PMT-REF-24311,INV-2026-12311,Party_4311,5311,,5311,EUR,2026-06-07,2026-06-07,Uncleared / In-Transit Payment,MISSING_IN_BANK,NO_MATCH,38,3,3-5 Days,RULE_AMT_REF,Y
NTRY-4312,TX-2026-4312,TX-2026-4312,PMT-REF-24312,INV-2026-12312,Party_4312,5312,5312.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,90,0,0-2 Days,RULE_ID_MATCH,N
NTRY-4313,TX-2026-4313,TX-2026-4313,PMT-REF-24313,INV-2026-12313,Party_4313,5313,5313.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,90,9,6+ Days,RULE_ID_MATCH,N
NTRY-4314,TX-2026-4314,TX-2026-4314,PMT-REF-24314,INV-2026-12314,Party_4314,5314,5322.0,-8,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,65,2,0-2 Days,RULE_AMT_REF,Y
NTRY-4315,TX-2026-4315,TX-2026-4315,PMT-REF-24315,INV-2026-12315,Party_4315,5315,5315.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,99,1,0-2 Days,RULE_ID_MATCH,N
NTRY-4316,TX-2026-4316,TX-2026-4316,PMT-REF-24316,INV-2026-12316,Party_4316,5316,5316.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,98,8,6+ Days,RULE_ID_MATCH,N
NTRY-4317,TX-2026-4317,TX-2026-4317,PMT-REF-24317,INV-2026-12317,Party_4317,5317,5317.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,92,5,3-5 Days,RULE_ID_MATCH,N
NTRY-4318,TX-2026-4318,TX-2026-4318,PMT-REF-24318,INV-2026-12318,Party_4318,5318,5318.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,99,3,3-5 Days,RULE_ID_MATCH,N
NTRY-4319,TX-2026-4319,TX-2026-4319,PMT-REF-24319,INV-2026-12319,Party_4319,5319,5319.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,97,9,6+ Days,RULE_ID_MATCH,N
NTRY-4320,TX-2026-4320,,PMT-REF-24320,INV-2026-12320,Party_4320,5320,,5320,EUR,2026-06-07,2026-06-07,Uncleared / In-Transit Payment,MISSING_IN_BANK,NO_MATCH,38,4,3-5 Days,RULE_AMT_REF,Y
NTRY-4321,TX-2026-4321,TX-2026-4321,PMT-REF-24321,INV-2026-12321,Party_4321,5321,5366.0,-45,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,74,5,3-5 Days,RULE_AMT_REF,Y
NTRY-4322,TX-2026-4322,TX-2026-4322,PMT-REF-24322,INV-2026-12322,Party_4322,5322,5322.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,94,1,0-2 Days,RULE_ID_MATCH,N
NTRY-4323,TX-2026-4323,TX-2026-4323,PMT-REF-24323,INV-2026-12323,Party_4323,5323,5323.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,99,9,6+ Days,RULE_ID_MATCH,N
